Unnamed: 0,Județ,administrare,Localitate,Altitudine (m),populatie,Latitudine N,Longitudine E,Cea mai apropiată stație,Distanța (km),special,auto,turism
851.0,Alba,oraș,Abrud,602,4360.0,46.2746751,23.0650287,ROSIA MONTANA,7.4,MUNTE,MASINI,
88.0,Alba,municipiul,Aiud,252,21307.0,46.3108893,23.7188181,BLAJ,22.0,,MASINI,
30.0,Alba,municipiul,Alba Iulia,249,64227.0,46.0687385,23.5704398,ALBA IULIA,0.7,,MASINI,DRUMETII
2426.0,Alba,comuna,Albac,632,1846.0,46.447786,22.9649845,CAMPENI (BISTRA),13.0,MUNTE,MASINI,
3019.0,Alba,comuna,Almașu Mare,607,1048.0,46.0977068,23.1290743,ROSIA MONTANA,24.5,MUNTE,MASINI,
2749.0,Alba,comuna,Arieșeni,831,1464.0,46.4762447,22.7579046,STEI (PETRU GROZA),23.6,MUNTE,MASINI,DRUMETII
2887.0,Alba,comuna,Avram Iancu,695,1271.0,46.3581643,22.8257225,TEBEA,14.0,MUNTE,MASINI,DRUMETII
1493.0,Alba,oraș,Baia de Arieș,482,3035.0,46.3802511,23.2812063,ROSIA MONTANA,12.9,,MASINI,
2559.0,Alba,comuna,Berghin,290,1672.0,46.0763002,23.7393617,ALBA IULIA,13.6,,MASINI,
854.0,Alba,comuna,Bistra,578,4340.0,46.3908813,23.1074417587547,CAMPENI (BISTRA),1.4,MUNTE,MASINI,
105.0,Alba,municipiul,Blaj,257,17816.0,46.1741571,23.9224826,BLAJ,0.4,,MASINI,
3113.0,Alba,comuna,Blandiana,246,818.0,45.9769441,23.38589,SEBES (ALBA),14.2,,MASINI,
2114.0,Alba,comuna,Bucerdea Grânoasă,276,2169.0,46.1928374,23.8395519,BLAJ,7.1,,MASINI,
2885.0,Alba,comuna,Bucium,732,1272.0,46.2640203,23.1790991,ROSIA MONTANA,6.7,MUNTE,MASINI,
2450.0,Alba,comuna,Câlnic,337,1810.0,45.8873438,23.658829,SEBES (ALBA),10.7,,MASINI,
416.0,Alba,oraș,Campeni,555,6569.0,46.3648431,23.0508775,CAMPENI (BISTRA),4.1,MUNTE,MASINI,DRUMETII
3027.0,Alba,comuna,Cenade,306,1031.0,46.05872,24.0089171,BLAJ,14.4,,MASINI,
2715.0,Alba,comuna,Cergău,332,1509.0,46.08724065,23.9450371142777,BLAJ,9.9,,MASINI,
3203.0,Alba,comuna,Ceru-Băcăinți,286,227.0,45.9736942,23.271899,SEBES (ALBA),22.9,,MASINI,
1652.0,Alba,comuna,Cetatea De Baltă,295,2792.0,46.2479378,24.172445,TARNAVENI (BOBOHALMA),16.7,,MASINI,
1317.0,Alba,comuna,Ciugud,223,3285.0,46.0460646,23.612864,ALBA IULIA,4.3,,MASINI,
2984.0,Alba,comuna,Ciuruleasa,607,1110.0,46.2557874,23.0338026,ROSIA MONTANA,10.6,MUNTE,MASINI,
2336.0,Alba,comuna,Crăciunelu De Jos,241,1954.0,46.1713394,23.8343694,BLAJ,7.2,,MASINI,
2396.0,Alba,comuna,Cricău,290,1879.0,46.1755773,23.5698624,ALBA IULIA,12.4,,MASINI,
101.0,Alba,oraș,Cugir,301,19473.0,45.8363334,23.3743873,SEBES (ALBA),20.3,,MASINI,
3015.0,Alba,comuna,Cut,294,1054.0,45.9397245,23.6671934,SEBES (ALBA),8.0,,MASINI,
1481.0,Alba,comuna,Daia Română,285,3051.0,46.0070884,23.6681588,SEBES (ALBA),9.4,,MASINI,
3058.0,Alba,comuna,Doștat,326,980.0,45.9708837,23.8427881,SEBES (ALBA),21.3,,MASINI,
2859.0,Alba,comuna,Fărău,306,1303.0,46.3379675,24.0078593,TARNAVENI (BOBOHALMA),17.7,,MASINI,
846.0,Alba,comuna,Galda De Jos,273,4373.0,46.1791936,23.6218337,ALBA IULIA,13.6,,MASINI,
2409.0,Alba,comuna,Gârbova,360,1867.0,45.859387,23.7221069,SEBES (ALBA),16.3,,MASINI,
2783.0,Alba,comuna,Gârda De Sus,729,1415.0,46.4554349,22.8285529,CAMPENI (BISTRA),22.6,MUNTE,MASINI,DRUMETII
2974.0,Alba,comuna,Hopârta,327,1128.0,46.3213371,23.8724447,BLAJ,16.8,,MASINI,
2482.0,Alba,comuna,Horea,763,1774.0,46.5020653,22.9500484,CAMPENI (BISTRA),18.0,MUNTE,MASINI,
419.0,Alba,comuna,Ighiu,274,6543.0,46.1447556,23.5187599,ALBA IULIA,9.6,,MASINI,
3181.0,Alba,comuna,Întregalde,674,459.0,46.2376561,23.4116184,ALBA IULIA,22.6,MUNTE,MASINI,
677.0,Alba,comuna,Jidvei,274,5020.0,46.2224475,24.1106119,BLAJ,15.1,,MASINI,
3024.0,Alba,comuna,Livezile,343,1041.0,46.3490358,23.633991,TURDA,26.5,,MASINI,
1950.0,Alba,comuna,Lopadea Nouă,277,2359.0,46.290905,23.8190142,BLAJ,15.4,,MASINI,
2001.0,Alba,comuna,Lunca Mureșului,264,2297.0,46.4280752,23.9097312,TURDA,16.2,,MASINI,
1694.0,Alba,comuna,Lupșa,513,2732.0,46.3687494,23.2060259,ROSIA MONTANA,7.7,MUNTE,MASINI,
1789.0,Alba,comuna,Meteș,298,2564.0,46.0973598,23.424221,ALBA IULIA,11.4,,MASINI,
1455.0,Alba,comuna,Mihalț,236,3096.0,46.16005,23.7252731,BLAJ,15.7,,MASINI,
2453.0,Alba,comuna,Mirăslău,267,1805.0,46.3643618,23.7080214,TURDA,22.6,,MASINI,
3152.0,Alba,comuna,Mogoș,795,647.0,46.2755388,23.2803795,ROSIA MONTANA,11.8,MUNTE,MASINI,
2602.0,Alba,comuna,Noșlac,293,1625.0,46.4042792,23.9328441,TURDA,19.3,,MASINI,
164.0,Alba,oraș,Ocna Mureș,256,12480.0,46.3814028,23.8577354,TURDA,19.7,,MASINI,
3177.0,Alba,comuna,Ocoliș,427,479.0,46.4787354,23.4660799,BAISOARA,11.4,,MASINI,
3166.0,Alba,comuna,Ohaba,306,538.0,46.0705867,23.7894389,BLAJ,15.7,,MASINI,
1249.0,Alba,comuna,Pianu,269,3375.0,45.9302455084688,23.4887466897591,SEBES (ALBA),6.9,,MASINI,
3072.0,Alba,comuna,Poiana Vadului,733,942.0,46.3956538,22.8832285,CAMPENI (BISTRA),16.8,MUNTE,MASINI,
3179.0,Alba,comuna,Ponor,806,475.0,46.3351172,23.4024522,ROSIA MONTANA,20.3,MUNTE,MASINI,
3108.0,Alba,comuna,Poșaga,465,835.0,46.4408159,23.4244644,BAISOARA,15.9,,MASINI,
2946.0,Alba,comuna,Rădești,242,1175.0,46.2729365,23.7235506,BLAJ,19.1,,MASINI,
3188.0,Alba,comuna,Râmeț,788,426.0,46.3142155,23.5281887,ALBA IULIA,27.9,MUNTE,MASINI,DRUMETII
3039.0,Alba,comuna,Râmetea,532,1015.0,46.4531027,23.5676421,BAISOARA,16.2,MUNTE,MASINI,DRUMETII
2792.0,Alba,comuna,Roșia De Secaș,290,1405.0,46.0569522,23.8886492,BLAJ,13.5,,MASINI,
1900.0,Alba,comuna,Roșia Montană,864,2428.0,46.3062526,23.1309849,ROSIA MONTANA,1.4,MUNTE,MASINI,
2888.0,Alba,comuna,Sălciua,436,1271.0,46.39147505,23.4067778447459,BAISOARA,21.5,,MASINI,
2124.0,Alba,comuna,Săliștea,255,2155.0,45.9076926,23.3990307,SEBES (ALBA),14.3,,MASINI,
2035.0,Alba,comuna,Sâncel,250,2255.0,46.200119,23.9457599,BLAJ,3.1,,MASINI,
1497.0,Alba,comuna,Sântimbru,228,3032.0,46.1360753,23.6502973,ALBA IULIA,10.4,,MASINI,
509.0,Alba,comuna,Săsciori,310,5820.0,45.878248,23.5761334,SEBES (ALBA),9.1,,MASINI,
2801.0,Alba,comuna,Scărișoara,704,1391.0,46.4571581,22.8776176,CAMPENI (BISTRA),19.2,MUNTE,MASINI,
73.0,Alba,municipiul,Sebeș,256,26490.0,45.9575384,23.5691574,SEBES (ALBA),0.2,,MASINI,
2184.0,Alba,comuna,Șibot,207,2100.0,45.9410607,23.3361763,SEBES (ALBA),18.0,,MASINI,
2684.0,Alba,comuna,Sohodol,592,1540.0,46.337194,23.0090031,CAMPENI (BISTRA),8.4,MUNTE,MASINI,
1051.0,Alba,comuna,Șona,261,3782.0,46.2192568,24.0160474,BLAJ,8.4,,MASINI,
1955.0,Alba,comuna,Șpring,307,2354.0,45.9745886,23.7773831,SEBES (ALBA),16.3,,MASINI,
1978.0,Alba,comuna,Stremț,274,2321.0,46.2217171,23.6395043,ALBA IULIA,18.5,,MASINI,
1765.0,Alba,comuna,Șugag,447,2602.0,45.7756929,23.6269915,SEBES (ALBA),20.9,,MASINI,DRUMETII
447.0,Alba,oraș,Teiuș,244,6308.0,46.2060158,23.6754148,ALBA IULIA,18.0,,MASINI,DRUMETII
810.0,Alba,comuna,Unirea,257,4497.0,46.4021876,23.811558,TURDA,17.0,,MASINI,
2938.0,Alba,comuna,Vadu Moților,619,1187.0,46.3950087,22.9667152,CAMPENI (BISTRA),10.5,MUNTE,MASINI,
1587.0,Alba,comuna,Valea Lungă,280,2904.0,46.1259241,24.045406,BLAJ,10.6,,MASINI,
2818.0,Alba,comuna,Vidra,637,1367.0,46.3706267,22.8944434,CAMPENI (BISTRA),15.9,MUNTE,MASINI,DRUMETII
702.0,Alba,comuna,Vințu De Jos,215,4923.0,45.9944325,23.4855701,SEBES (ALBA),7.4,,MASINI,
404.0,Alba,oraș,Zlatna,414,6652.0,46.1113532,23.2247191,ROSIA MONTANA,23.9,,MASINI,DRUMETII
2098.0,Arad,comuna,Almaș,167,2191.0,46.2854518,22.2354341,GURAHONT,7.5,,MASINI,
1429.0,Arad,comuna,Apateu,98,3129.0,46.6229613,21.7760476,CHISINEU CRIS,18.9,,MASINI,
12.0,Arad,municipiul,Arad,114,145078.0,46.1753793,21.3196342,ARAD,1.9,,MASINI,
2842.0,Arad,comuna,Archiș,149,1333.0,46.4778558,22.0528201,DUMBRAVITA DE CODRU,20.6,,MASINI,
2604.0,Arad,comuna,Bârsa,132,1623.0,46.3777674,22.0725032,GURAHONT,22.8,,MASINI,
1782.0,Arad,comuna,Bârzava,146,2575.0,46.1063622,21.9925659,VARADIA DE MURES,15.6,,MASINI,
3020.0,Arad,comuna,Bata,148,1046.0,46.0170337,22.0372925,VARADIA DE MURES,8.8,,MASINI,
1565.0,Arad,comuna,Beliu,123,2936.0,46.4932651,21.9864951,DUMBRAVITA DE CODRU,22.0,,MASINI,
2536.0,Arad,comuna,Birchiș,154,1707.0,45.9649604,22.1699865,VARADIA DE MURES,6.2,,MASINI,
1470.0,Arad,comuna,Bocsig,129,3068.0,46.4223872,21.9432957,SIRIA,27.7,,MASINI,
2986.0,Arad,comuna,Brazii,203,1108.0,46.2412835,22.3359188,GURAHONT,4.3,,MASINI,
1337.0,Arad,comuna,Buteni,147,3262.0,46.3308943,22.1190582,GURAHONT,17.4,,MASINI,
3036.0,Arad,comuna,Cărand,139,1017.0,46.4451222,22.0885928,DUMBRAVITA DE CODRU,23.0,,MASINI,
1812.0,Arad,comuna,Cermei,105,2537.0,46.5483172,21.8456523,CHISINEU CRIS,25.0,,MASINI,
2961.0,Arad,comuna,Chisindia,173,1146.0,46.2922682,22.0991123,GURAHONT,18.0,,MASINI,
355.0,Arad,oraș,Chișineu-Criș,93,7212.0,46.5242228,21.5179314,CHISINEU CRIS,9.1,,MASINI,
2188.0,Arad,comuna,Conop,143,2096.0,46.1005602,21.8786582,VARADIA DE MURES,22.9,,MASINI,
1846.0,Arad,comuna,Covăsinț,129,2494.0,46.2061312,21.6131055,SIRIA,7.6,,MASINI,
1755.0,Arad,comuna,Craiva,151,2619.0,46.5831282,21.9750734,DUMBRAVITA DE CODRU,16.5,,MASINI,
349.0,Arad,oraș,Curtici,106,7279.0,46.3444844,21.3069092,ARAD,19.9,,MASINI,
3048.0,Arad,comuna,Dezna,202,999.0,46.4065226,22.245413,GURAHONT,15.6,,MASINI,
2803.0,Arad,comuna,Dieci,174,1388.0,46.3162742,22.2483235,GURAHONT,7.7,,MASINI,
2714.0,Arad,comuna,Dorobanți,101,1509.0,46.3499646,21.2426611,ARAD,21.7,,MASINI,
1326.0,Arad,comuna,Fântânele,125,3273.0,46.1244066,21.3811112,ARAD,5.7,,MASINI,
1581.0,Arad,comuna,Felnac,113,2913.0,46.1166642,21.1500086,ARAD,15.8,,MASINI,
1767.0,Arad,comuna,Frumușeni,139,2600.0,46.1018558,21.4603157,ARAD,11.7,,MASINI,
1019.0,Arad,comuna,Ghioroc,129,3871.0,46.1558842,21.5954413,SIRIA,13.3,,MASINI,
2082.0,Arad,comuna,Grăniceri,95,2203.0,46.5197677,21.3044217,CHISINEU CRIS,19.7,,MASINI,
1150.0,Arad,comuna,Gurahonț,179,3575.0,46.2698912,22.3420912,GURAHONT,1.3,,MASINI,
3062.0,Arad,comuna,Hălmăgel,272,973.0,46.2703654,22.6183853,TEBEA,10.9,,MASINI,
2000.0,Arad,comuna,Hălmagiu,249,2297.0,46.267795,22.5957526,TEBEA,12.5,,MASINI,
2973.0,Arad,comuna,Hășmaș,172,1130.0,46.5038687,22.0774389,DUMBRAVITA DE CODRU,17.2,,MASINI,
3160.0,Arad,comuna,Ignești,164,601.0,46.4099197,22.1695679,GURAHONT,19.2,,MASINI,
269.0,Arad,oraș,Ineu,108,8807.0,46.4259913,21.8416915,SIRIA,22.5,,MASINI,
1974.0,Arad,comuna,Iratoșu,101,2324.0,46.3173649,21.2070019,ARAD,19.6,,MASINI,
214.0,Arad,oraș,Lipova,128,10040.0,46.0912516,21.6935996,SIRIA,19.5,,MASINI,
1038.0,Arad,comuna,Livada,110,3813.0,46.2259845,21.3862493,ARAD,7.4,,MASINI,
524.0,Arad,comuna,Macea,103,5722.0,46.3868166,21.310918,ARAD,24.5,,MASINI,
1099.0,Arad,comuna,Mișca,92,3689.0,46.6011302,21.5991795,CHISINEU CRIS,5.3,,MASINI,
3136.0,Arad,localitate,Moneasa,288,738.0,46.4611115,22.2567395,STEI (PETRU GROZA),18.0,,MASINI,
3137.0,Arad,comuna,Moneasa,288,738.0,46.4611115,22.2567395,STEI (PETRU GROZA),18.0,,MASINI,
395.0,Arad,oraș,Nădlac,88,6713.0,46.1666807,20.7499924,SANNICOLAU MARE,15.5,,MASINI,
2370.0,Arad,comuna,Olari,102,1903.0,46.3846777,21.5480967,SIRIA,15.9,,MASINI,
390.0,Arad,oraș,Pâncota,112,6787.0,46.3229899,21.6887315,SIRIA,6.7,,MASINI,
885.0,Arad,comuna,Păuliș,119,4234.0,46.1168952,21.5928341,SIRIA,17.4,,MASINI,
170.0,Arad,oraș,Pecica,99,11950.0,46.1666788,21.0666809,ARAD,21.2,,MASINI,
2687.0,Arad,comuna,Peregu Mare,104,1538.0,46.2317495,20.9081523,SANNICOLAU MARE,29.5,,MASINI,
2877.0,Arad,comuna,Petriș,173,1283.0,46.0428007,22.3912732,VARADIA DE MURES,18.7,,MASINI,
2207.0,Arad,comuna,Pilu,88,2078.0,46.576265,21.3471454,CHISINEU CRIS,14.3,,MASINI,
3044.0,Arad,comuna,Pleșcuța,197,1008.0,46.3035938,22.4251307,GURAHONT,7.6,,MASINI,
1022.0,Arad,comuna,Șagu,131,3863.0,46.0633585,21.2814193,ARAD,12.5,,MASINI,
165.0,Arad,oraș,Sântana,108,12460.0,46.3465604,21.5049578,SIRIA,15.1,,MASINI,
1532.0,Arad,comuna,Săvârșin,166,2990.0,46.0139798,22.2348452,VARADIA DE MURES,6.5,,MASINI,
576.0,Arad,oraș,Sebiș,141,5414.0,46.3733772,22.1300245,GURAHONT,18.8,,MASINI,
556.0,Arad,comuna,Secusigiu,98,5534.0,46.0878959,20.9842344,ARAD,28.9,,MASINI,
1648.0,Arad,comuna,Șeitin,95,2801.0,46.1090984,20.8398875,SANNICOLAU MARE,18.8,,MASINI,
1528.0,Arad,comuna,Seleuș,103,2997.0,46.3843085,21.7087907,SIRIA,13.7,,MASINI,
1200.0,Arad,comuna,Semlac,104,3474.0,46.1121251,20.9304134,SANNICOLAU MARE,25.7,,MASINI,
1679.0,Arad,comuna,Șepreuș,99,2752.0,46.5712491,21.7341745,CHISINEU CRIS,16.1,,MASINI,
968.0,Arad,comuna,Șicula,104,4002.0,46.4355444,21.7591607,SIRIA,20.3,,MASINI,
3104.0,Arad,comuna,Șilindia,126,858.0,46.3395612,21.9161017,SIRIA,21.1,,MASINI,
1017.0,Arad,comuna,Șimand,96,3876.0,46.4285944,21.4547478,CHISINEU CRIS,20.6,,MASINI,
1229.0,Arad,comuna,Sintea Mare,96,3417.0,46.5198044,21.6053178,CHISINEU CRIS,11.2,,MASINI,
290.0,Arad,comuna,Șiria,127,8451.0,46.2673051,21.638563,SIRIA,1.9,,MASINI,
3191.0,Arad,comuna,Șiștarovăț,176,340.0,46.010478,21.7432073,SIRIA,29.0,,MASINI,
1981.0,Arad,comuna,Socodor,91,2317.0,46.510103,21.4412585,CHISINEU CRIS,12.6,,MASINI,
1599.0,Arad,comuna,Șofronea,106,2887.0,46.2778234,21.3100926,ARAD,12.5,,MASINI,
540.0,Arad,comuna,Târnova,122,5625.0,46.3192185,21.795945,SIRIA,11.8,,MASINI,
2727.0,Arad,comuna,Tauț,143,1498.0,46.2938845,21.9117667,SIRIA,19.4,,MASINI,
2782.0,Arad,comuna,Ususău,131,1415.0,46.0706284,21.813712,SIRIA,24.6,,MASINI,
2613.0,Arad,comuna,Vărădia De Mureș,150,1610.0,46.0062955,22.1567707,VARADIA DE MURES,1.5,,MASINI,
2044.0,Arad,comuna,Vârfurile,212,2246.0,46.3058189,22.5249439,GURAHONT,15.0,,MASINI,
476.0,Arad,comuna,Vinga,121,6083.0,46.016185,21.2157252,ARAD,19.4,,MASINI,
156.0,Arad,comuna,Vladimirescu,112,12772.0,46.1638285,21.4063807,ARAD,5.0,,MASINI,
1113.0,Arad,comuna,Zăbrani,144,3661.0,46.0706966,21.5551944,ARAD,19.7,,MASINI,
1674.0,Arad,comuna,Zădăreni,111,2758.0,46.1323129,21.21901,ARAD,10.2,,MASINI,
1728.0,Arad,comuna,Zărand,100,2669.0,46.4069193,21.6507527,SIRIA,15.7,,MASINI,
2863.0,Arad,comuna,Zerind,88,1299.0,46.6235188,21.5169819,CHISINEU CRIS,2.2,,MASINI,
767.0,Arad,comuna,Zimandu Nou,109,4663.0,46.2810826,21.4002178,ARAD,13.4,,MASINI,
551.0,Argeș,comuna,Albeștii De Argeș,487,5558.0,45.216398,24.6663775,CURTEA DE ARGES,5.3,,MASINI,
2833.0,Argeș,comuna,Albeștii De Muscel,1029,1345.0,45.36832805,24.9589150223922,CAMPULUNG MUSCEL,6.3,MUNTE,MASINI,
957.0,Argeș,comuna,Albota,300,4037.0,44.7810846,24.8498552,PITESTI,16.6,,MASINI,
1382.0,Argeș,comuna,Aninoasa,465,3190.0,45.1922505,24.9268407,CAMPULUNG MUSCEL,18.6,,MASINI,
2257.0,Argeș,comuna,Arefu,687,2040.0,45.3299631,24.6098214,CURTEA DE ARGES,10.4,MUNTE,MASINI,DRUMETII
1370.0,Argeș,comuna,Băbana,344,3210.0,44.8890823,24.7056703,PITESTI,14.1,,MASINI,
543.0,Argeș,comuna,Băiculești,386,5577.0,45.0717618,24.6881058,DEDULESTI-MORARESTI,11.1,,MASINI,
1109.0,Argeș,comuna,Bălilești,366,3670.0,45.0624293,24.9413828,PITESTI,15.7,,MASINI,
932.0,Argeș,comuna,Bârla,160,4116.0,44.4342047,24.7827672,STOLNICI,14.3,,MASINI,
182.0,Argeș,comuna,Bascov,303,11151.0,44.897016,24.8162479,PITESTI,5.9,,MASINI,
2503.0,Argeș,comuna,Beleți-Negrești,427,1740.0,44.9510440119442,25.0555175758154,PITESTI,10.4,,MASINI,
1299.0,Argeș,comuna,Berevoești,499,3307.0,45.2265826,24.9349859,CAMPULUNG MUSCEL,14.9,,MASINI,
955.0,Argeș,comuna,Bogați,285,4038.0,44.8681584,25.1350694,PITESTI,21.6,,MASINI,
2171.0,Argeș,comuna,Boteni,545,2116.0,45.1794214,25.1278786,CAMPULUNG MUSCEL,19.7,MUNTE,MASINI,
3026.0,Argeș,comuna,Boțești,444,1035.0,45.0109721,25.1378598,PITESTI,22.5,,MASINI,
215.0,Argeș,comuna,Bradu,294,10032.0,44.7801392,24.8977612,PITESTI,16.7,,MASINI,
2648.0,Argeș,comuna,Brăduleț,598,1578.0,45.2798671,24.7828846,CURTEA DE ARGES,7.1,MUNTE,MASINI,
901.0,Argeș,comuna,Budeasa,339,4201.0,44.9457832,24.8093470816421,PITESTI,5.5,,MASINI,
1558.0,Argeș,comuna,Bughea De Jos,580,2950.0,45.2755229,25.0028409,CAMPULUNG MUSCEL,7.8,MUNTE,MASINI,
1544.0,Argeș,comuna,Bughea De Sus,615,2966.0,45.2981232,25.0328354,CAMPULUNG MUSCEL,4.9,MUNTE,MASINI,
670.0,Argeș,comuna,Buzoești,218,5056.0,44.5811287,24.9181545,STOLNICI,10.4,,MASINI,
2228.0,Argeș,comuna,Căldăraru,175,2064.0,44.4437734,24.9566068,STOLNICI,18.7,,MASINI,
186.0,Argeș,comuna,Călinești,253,10813.0,44.8244371,25.0453102,PITESTI,17.8,,MASINI,
70.0,Argeș,municipiul,Câmpulung,596,27574.0,45.2697704,25.0438643,CAMPULUNG MUSCEL,8.2,MUNTE,MASINI,DRUMETII
1079.0,Argeș,comuna,Căteasca,239,3716.0,44.766667,25.083333,PITESTI,24.4,,MASINI,
2376.0,Argeș,comuna,Cepari,508,1900.0,45.2105686,24.5381171982298,DEDULESTI-MORARESTI,11.9,MUNTE,MASINI,
1693.0,Argeș,comuna,Cetățeni,502,2732.0,45.1919262,25.2126821,CAMPULUNG MUSCEL,22.0,MUNTE,MASINI,
2351.0,Argeș,comuna,Cicănești,566,1930.0,45.2442323,24.6045636,CURTEA DE ARGES,7.4,MUNTE,MASINI,
2312.0,Argeș,comuna,Ciofrângeni,377,1980.0,45.1046616,24.5367231,DEDULESTI-MORARESTI,1.3,,MASINI,
3080.0,Argeș,comuna,Ciomăgești,289,930.0,44.8368462,24.4490235,DRAGASANI,24.3,,MASINI,
2221.0,Argeș,comuna,Cocu,319,2068.0,44.8531267,24.6571269,PITESTI,19.2,,MASINI,
617.0,Argeș,comuna,Corbeni,569,5255.0,45.3049451,24.6545705,CURTEA DE ARGES,6.1,MUNTE,MASINI,
1227.0,Argeș,comuna,Corbi,541,3420.0,45.2857518,24.8032012,CURTEA DE ARGES,8.8,MUNTE,MASINI,
671.0,Argeș,comuna,Coșești,382,5046.0,45.0592149,24.8752828,PITESTI,14.4,,MASINI,
233.0,Argeș,oraș,Costești,230,9460.0,44.6620233,24.8770102,STOLNICI,13.0,,MASINI,
2422.0,Argeș,comuna,Cotmeana,428,1849.0,44.9718034,24.6167725,DEDULESTI-MORARESTI,15.5,,MASINI,
2437.0,Argeș,comuna,Cuca,500,1837.0,44.9674721,24.5163869,DEDULESTI-MORARESTI,15.4,MUNTE,MASINI,
75.0,Argeș,municipiul,Curtea de Argeș,416,25977.0,45.142114,24.6695401849395,DEDULESTI-MORARESTI,10.0,,MASINI,DRUMETII
3115.0,Argeș,comuna,Dâmbovicioara,921,815.0,45.4377707,25.232989,FUNDATA,4.6,MUNTE,MASINI,
1300.0,Argeș,comuna,Dârmănești,338,3307.0,45.0104903,24.9014317,PITESTI,9.2,,MASINI,
1501.0,Argeș,comuna,Davidești,381,3029.0,45.0096314,25.0331356,PITESTI,15.3,,MASINI,
2573.0,Argeș,comuna,Dobrești,375,1650.0,44.9664175,25.1299693,PITESTI,20.4,,MASINI,
1414.0,Argeș,comuna,Domnești,465,3142.0,45.2067013,24.8399209,CURTEA DE ARGES,12.6,,MASINI,DRUMETII
2321.0,Argeș,comuna,Drăganu,413,1972.0,44.9432197,24.6890507334508,PITESTI,14.8,,MASINI,
1862.0,Argeș,comuna,Dragoslavele,677,2474.0,45.3480832,25.1691375,CAMPULUNG MUSCEL,10.8,MUNTE,MASINI,
1813.0,Argeș,comuna,Godeni,525,2535.0,45.2275345,24.9852407,CAMPULUNG MUSCEL,13.3,MUNTE,MASINI,
2223.0,Argeș,comuna,Hârsești,181,2067.0,44.5227012,24.7828999,STOLNICI,4.5,,MASINI,
2073.0,Argeș,comuna,Hârtiești,460,2216.0,45.1162933,25.1008277,CAMPULUNG MUSCEL,25.7,,MASINI,
2268.0,Argeș,comuna,Izvoru,170,2031.0,44.4941377,25.064703,STOLNICI,23.1,,MASINI,
639.0,Argeș,comuna,Leordeni,232,5169.0,44.7918853,25.1293547,PITESTI,25.2,,MASINI,
926.0,Argeș,comuna,Lerești,693,4124.0,45.328833,25.0717585,CAMPULUNG MUSCEL,3.5,MUNTE,MASINI,DRUMETII
1852.0,Argeș,comuna,Lunca Corbului,236,2485.0,44.6837964,24.7606318,STOLNICI,13.6,,MASINI,
816.0,Argeș,comuna,Mălureni,414,4469.0,45.0966167,24.8033181,PITESTI,19.4,,MASINI,
596.0,Argeș,comuna,Mărăcineni,273,5322.0,44.8899605,24.8776366,PITESTI,4.4,,MASINI,
808.0,Argeș,comuna,Merișani,323,4510.0,44.9688645,24.7445983,PITESTI,11.2,,MASINI,
783.0,Argeș,comuna,Micești,320,4610.0,44.9614648,24.8551993,PITESTI,3.9,,MASINI,
522.0,Argeș,comuna,Mihăești,410,5726.0,45.1113216,25.0085536,PITESTI,22.8,,MASINI,
2763.0,Argeș,comuna,Mioarele,658,1442.0,45.2324115,25.106293878576,CAMPULUNG MUSCEL,13.6,MUNTE,MASINI,
66.0,Argeș,oraș,Mioveni,324,29317.0,44.9568131,24.9372012,PITESTI,5.7,,MASINI,
2337.0,Argeș,comuna,Miroși,165,1949.0,44.4144135,24.9434934,STOLNICI,20.5,,MASINI,
2504.0,Argeș,comuna,Morărești,539,1739.0,45.0073277,24.5627837,DEDULESTI-MORARESTI,10.8,MUNTE,MASINI,
315.0,Argeș,comuna,Moșoaia,422,7883.0,44.8356107,24.7907034,PITESTI,12.4,,MASINI,
2366.0,Argeș,comuna,Mozăceni,169,1912.0,44.5651895,25.163329,STOLNICI,29.6,,MASINI,
1348.0,Argeș,comuna,Mușătești,512,3240.0,45.2281572,24.7759967,CURTEA DE ARGES,7.1,MUNTE,MASINI,
2367.0,Argeș,comuna,Negrași,187,1911.0,44.5967519,25.1268421,STOLNICI,27.0,,MASINI,
2921.0,Argeș,comuna,Nucșoara,838,1222.0,45.3409855,24.7777319,CURTEA DE ARGES,11.1,MUNTE,MASINI,DRUMETII
1717.0,Argeș,comuna,Oarja,263,2692.0,44.7578734,24.9751599,PITESTI,20.6,,MASINI,
598.0,Argeș,comuna,Pietroșani,443,5320.0,45.1769532,24.8475495,CURTEA DE ARGES,14.9,,MASINI,
13.0,Argeș,municipiul,Pitești,277,141275.0,44.8572343,24.8719422,PITESTI,8.0,,MASINI,
464.0,Argeș,comuna,Poiana Lacului,360,6136.0,44.8010444,24.7408498,PITESTI,17.8,,MASINI,
3083.0,Argeș,comuna,Poienarii De Argeș,336,923.0,45.0654725,24.5338619207221,DEDULESTI-MORARESTI,4.5,,MASINI,
1573.0,Argeș,comuna,Poienarii De Muscel,709,2928.0,45.1989757,25.0694491347202,CAMPULUNG MUSCEL,16.2,MUNTE,MASINI,
2623.0,Argeș,comuna,Popești,134,1600.0,44.4419486,25.1013762,STOLNICI,28.1,,MASINI,
1325.0,Argeș,comuna,Priboieni,275,3274.0,44.8765508,25.0837161,PITESTI,17.4,,MASINI,
3068.0,Argeș,comuna,Râca,167,951.0,44.4334439,25.043215,STOLNICI,24.7,,MASINI,
1664.0,Argeș,comuna,Rătești,228,2779.0,44.743011,25.132265,PITESTI,29.0,,MASINI,
